Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
08/31/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,TX,77063,Servicemember,N/A,Web,09/03/2013,Closed with explanation,Yes,No,509985
09/19/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,IN,46750,,N/A,Referral,10/01/2013,Closed with explanation,Yes,No,533771
08/31/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,FL,33169,,N/A,Web,09/03/2013,Closed with explanation,Yes,No,511463
09/19/2013,Debt collection,Federal student loan,Disclosure verification of debt,Not given enough info to verify debt,,,Alorica Inc.,CA,95122,,N/A,Referral,09/19/2013,Closed with explanation,Yes,No,534155
08/31/2013,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,Synchrony Financial,CA,91423,,N/A,Web,09/03/2013,Closed with explanation,Yes,Yes,511470
08/31/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,Experian,FL,33407,,N/A,Web,08/31/2013,Closed with explanation,Yes,Yes,510049
08/31/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,"National Credit Systems,Inc.",VA,24382,,N/A,Web,08/31/2013,Closed with explanation,Yes,No,511477
08/31/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,HSBC North America Holdings Inc.,VA,24382,,N/A,Web,10/16/2013,Closed with explanation,Yes,Yes,511478
09/09/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationwide Advantage Mortgage Company,MI,48382,,N/A,Fax,09/10/2013,Closed with explanation,Yes,No,518999
08/20/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Bank of America,NY,10026,,N/A,Web,08/20/2013,Closed with explanation,Yes,No,497075
09/19/2013,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,,,"Pressler & Pressler, LLP",NJ,07407,,N/A,Referral,10/29/2013,Closed with explanation,Yes,No,534169
09/09/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"SunTrust Banks, Inc.",FL,33146,,N/A,Referral,09/10/2013,Closed with explanation,Yes,No,519170
08/31/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,Creditors Collection Service,VA,24382,,N/A,Web,08/31/2013,Closed with explanation,Yes,Yes,511485
08/31/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,"HCFS Health Care Financial Services, Inc.",VA,24382,,N/A,Web,08/31/2013,Closed with explanation,Yes,Yes,511486
08/31/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,Quicken Loans,IL,60417,,N/A,Web,09/03/2013,Closed with explanation,Yes,No,511501
09/09/2013,Consumer Loan,Vehicle loan,Taking out the loan or lease,,,,Toyota Motor Credit Corporation,CA,94960,,N/A,Web,09/10/2013,Closed with explanation,Yes,No,519026
08/31/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,"Healthcare Receivables Group, Inc.",VA,24382,,N/A,Web,08/31/2013,Closed with explanation,Yes,No,511489
08/31/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian,TN,37615,,N/A,Web,09/03/2013,Closed with non-monetary relief,Yes,No,511646
08/20/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,PHH Mortgage,MI,48336,,N/A,Referral,08/20/2013,Closed with explanation,Yes,Yes,496776
09/01/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,TN,37615,,N/A,Web,09/03/2013,Closed with non-monetary relief,Yes,No,511648
09/01/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",TN,37615,,N/A,Web,09/03/2013,Closed with explanation,Yes,No,511649
09/09/2013,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Experian,NY,11230,,N/A,Web,09/13/2013,Closed with explanation,Yes,No,520184
09/19/2013,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,"TransUnion Intermediate Holdings, Inc.",CA,91702,,N/A,Web,09/19/2013,Closed with non-monetary relief,Yes,No,534786
09/01/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,TD Bank US Holding Company,NC,28806,,N/A,Web,09/03/2013,Closed with monetary relief,Yes,No,511506
09/01/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"PayPal Holdings, Inc.",DC,20011,,N/A,Web,09/26/2013,Closed with monetary relief,Yes,No,511515
09/01/2013,Credit reporting,,Credit monitoring or identity protection,Billing dispute,,,Revenue Recovery Corporation,TN,37601,,N/A,Web,09/03/2013,Closed with non-monetary relief,Yes,No,511508
09/19/2013,Credit card,,Credit line increase/decrease,,,,Synchrony Financial,NV,89706,,N/A,Web,09/19/2013,Closed with explanation,Yes,No,534197
09/01/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,IN,46404,Older American,N/A,Web,09/03/2013,Closed with explanation,Yes,No,511637
09/09/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,NY,11230,,N/A,Web,09/13/2013,Closed with explanation,Yes,Yes,520185
09/01/2013,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,FL,33449,Servicemember,N/A,Web,09/03/2013,Closed with explanation,Yes,Yes,511523
09/01/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",NY,10475,,N/A,Web,09/03/2013,Closed with monetary relief,Yes,No,511524
09/19/2013,Credit card,,Customer service / Customer relations,,,,Bank of America,FL,34653,Older American,N/A,Web,09/19/2013,Closed with explanation,Yes,No,534204
09/01/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Bank of America,CT,06357,,N/A,Web,09/03/2013,Closed with non-monetary relief,Yes,No,511531
09/19/2013,Credit card,,Billing statement,,,,Synchrony Financial,TN,38060,,N/A,Web,09/19/2013,Closed with monetary relief,Yes,No,534207
09/09/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,MI,48239,,N/A,Web,09/10/2013,Closed with explanation,Yes,No,520213
09/01/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,CA,91331,Servicemember,N/A,Web,09/03/2013,Closed with explanation,Yes,No,511638
08/20/2013,Mortgage,Second mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,TX,78246,Older American,N/A,Phone,08/20/2013,Closed with explanation,Yes,No,497127
09/01/2013,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,Wells Fargo & Company,OH,43209,,N/A,Web,09/03/2013,Closed with explanation,Yes,No,509975
08/20/2013,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,Resurgent Capital Services L.P.,CA,92404,,N/A,Phone,08/20/2013,Closed with explanation,Yes,No,497133
09/19/2013,Debt collection,Medical,Communication tactics,Frequent or repeated calls,,,Penn Credit Corporation,OH,44146,Servicemember,N/A,Phone,11/21/2013,Closed with explanation,Yes,No,534222
09/19/2013,Debt collection,Federal student loan,Improper contact or sharing of info,Talked to a third party about my debt,,,Van Ru Credit Corporation,NY,14623,,N/A,Phone,11/04/2013,Closed with non-monetary relief,Yes,No,534230
09/01/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Citibank,OH,43214,,N/A,Web,09/03/2013,Closed with explanation,Yes,Yes,511546
09/01/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Citibank,MO,63366,,N/A,Web,09/03/2013,Closed with explanation,Yes,Yes,511547
09/01/2013,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,TD Bank US Holding Company,SC,29681,,N/A,Web,09/03/2013,Closed with monetary relief,Yes,No,511548
09/09/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,"TransUnion Intermediate Holdings, Inc.",NY,11230,,N/A,Web,09/13/2013,Closed with non-monetary relief,Yes,No,520186
09/09/2013,Credit card,,Other,,,,Capital One,CA,91214,,N/A,Web,09/13/2013,Closed with explanation,Yes,No,520228
08/20/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,VA,24088,,N/A,Web,08/20/2013,Closed with explanation,Yes,Yes,497147
09/01/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Jon Barry and Associates, Inc.",TX,75115,,N/A,Web,09/01/2013,Closed with explanation,Yes,No,511555
09/01/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Ocwen,MT,59801,Servicemember,N/A,Web,09/03/2013,Closed with explanation,Yes,No,511561
09/01/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,HSBC North America Holdings Inc.,OH,44706,,N/A,Web,10/21/2013,Closed with explanation,Yes,No,511564
09/19/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,GA,30253,,N/A,Referral,09/23/2013,Closed with explanation,Yes,No,535175
09/19/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,,,Allied Interstate LLC,CA,94043,,N/A,Referral,09/20/2013,Closed with non-monetary relief,Yes,No,534254
09/19/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,,,Encore Capital Group,NY,10804,,N/A,Web,09/19/2013,Closed with explanation,Yes,No,534255
09/01/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Fifth Third Financial Corporation,OH,43224,,N/A,Web,09/03/2013,Closed with explanation,Yes,No,511574
09/19/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NC,28025,,N/A,Referral,09/23/2013,Closed with explanation,Yes,No,534936
09/01/2013,Credit card,,Other,,,,Discover,SC,29115,,N/A,Web,09/05/2013,Closed with non-monetary relief,Yes,No,509957
09/19/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"ECMC Group, Inc.",NY,11101,,N/A,Referral,09/19/2013,Closed with explanation,Yes,No,534261
09/09/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,CA,91311,,N/A,Web,09/10/2013,Closed with explanation,Yes,No,520254
09/02/2013,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,Pentagon FCU,AZ,85215,,N/A,Web,09/03/2013,Closed with monetary relief,Yes,No,512549
09/09/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,U.S. Bancorp,CA,94509,,N/A,Referral,09/10/2013,Closed with explanation,Yes,No,520277
09/09/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,FL,34473,,N/A,Referral,09/10/2013,Closed with explanation,Yes,No,520301
09/02/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Wells Fargo & Company,TX,78258,,N/A,Web,09/03/2013,Closed with monetary relief,Yes,No,512550
09/19/2013,Credit card,,Other,,,,Discover,FL,34997,,N/A,Web,09/19/2013,Closed with explanation,Yes,No,534275
09/02/2013,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,,,KelKris Associates Inc,CA,95630,,N/A,Web,09/04/2013,Closed with non-monetary relief,Yes,No,512553
09/02/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,E*Trade Bank,AL,35950,,N/A,Web,09/03/2013,Closed with explanation,Yes,No,512567
09/02/2013,Credit card,,Late fee,,,,Synchrony Financial,NE,68504,,N/A,Web,09/01/2013,Closed with monetary relief,Yes,No,512559
09/02/2013,Credit card,,Late fee,,,,Barclays PLC,DC,20011,,N/A,Web,09/03/2013,Closed with monetary relief,Yes,No,512561
09/02/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Third Federal Savings & Loan,OH,44143,,N/A,Web,09/03/2013,Closed with explanation,Yes,Yes,512564
09/02/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,Barclays PLC,FL,33756,,N/A,Web,09/03/2013,Closed with monetary relief,Yes,No,512568
09/02/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Debt Recovery Solutions, LLC",IN,46409,,N/A,Web,09/05/2013,Closed with explanation,Yes,Yes,511875
09/09/2013,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Experian,TX,75123,,N/A,Web,09/13/2013,Closed with non-monetary relief,Yes,No,519752
09/19/2013,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,Allied Interstate LLC,NY,14223,,N/A,Referral,09/19/2013,Closed with non-monetary relief,Yes,No,534296
09/02/2013,Debt collection,Non-federal student loan,Cont'd attempts collect debt not owed,Debt is not mine,,,"Allied Collection Service, Inc. (Indiana)",IN,46409,,N/A,Web,09/03/2013,Closed with explanation,Yes,Yes,511876
09/02/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",TN,37930,,N/A,Web,09/03/2013,Closed with explanation,Yes,No,512573
09/09/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Called after sent written cease of comm,,,"Diversified Adjustment Service, Inc.",PA,15501,Older American,N/A,Web,09/13/2013,Closed with explanation,Yes,No,520295
09/09/2013,Credit reporting,,Incorrect information on credit report,Public record,,,Equifax,KS,66217,,N/A,Web,09/13/2013,Closed with non-monetary relief,Yes,No,520819
09/19/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Santander Consumer USA Holdings Inc,VA,23005,,N/A,Web,09/19/2013,Closed with explanation,Yes,Yes,535201
09/02/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,"TransUnion Intermediate Holdings, Inc.",TX,78023,,N/A,Web,09/02/2013,Closed with explanation,Yes,No,512581
08/20/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,PNC Bank N.A.,NJ,07034,,N/A,Web,08/22/2013,Closed,Yes,Yes,497216
09/19/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Flagstar Bank,OH,44266,,N/A,Referral,09/20/2013,Closed with explanation,Yes,No,534955
09/02/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Bank of America,FL,34653,,N/A,Web,09/03/2013,Closed with explanation,Yes,No,512597
09/19/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,"SunTrust Banks, Inc.",MD,21228,,N/A,Web,09/20/2013,Closed with monetary relief,Yes,No,534322
08/20/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,Bank of the West,CO,80123,,N/A,Referral,08/22/2013,Closed with non-monetary relief,Yes,No,497747
09/09/2013,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,,,Rash Curtis and Associates,CA,90004,,N/A,Web,09/10/2013,Closed with explanation,No,Yes,520268
09/19/2013,Consumer Loan,Installment loan,Managing the loan or lease,,,,Bank of America,CA,93277,,N/A,Referral,09/20/2013,Closed with non-monetary relief,Yes,No,534368
09/02/2013,Credit card,,Billing disputes,,,,Synchrony Financial,WA,99207,,N/A,Web,09/02/2013,Closed with explanation,Yes,No,512605
09/19/2013,Credit card,,Transaction issue,,,,Wells Fargo & Company,NY,11233,,N/A,Web,09/19/2013,Closed with explanation,Yes,No,535180
08/20/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not disclosed as an attempt to collect,,,"Williams & Fudge, Inc",VA,22314,Servicemember,N/A,Web,08/22/2013,Closed with explanation,Yes,No,497233
09/02/2013,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,BB&T Financial,NC,27127,,N/A,Web,09/03/2013,Closed with explanation,Yes,Yes,511704
09/09/2013,Credit card,,Other,,,,Citibank,MN,56072,"Older American, Servicemember",N/A,Phone,09/10/2013,Closed with monetary relief,Yes,No,520331
09/02/2013,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,,Bank of America,FL,33635,,N/A,Web,09/03/2013,Closed with explanation,Yes,No,512041
09/09/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Bank of America,NY,10116,,N/A,Phone,09/10/2013,Closed with explanation,Yes,Yes,520335
09/19/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Bank of America,FL,33414,Servicemember,N/A,Referral,09/19/2013,Closed with non-monetary relief,Yes,No,534341
09/02/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Bank of America,TX,77530,,N/A,Web,09/03/2013,Closed with explanation,Yes,No,512626
09/02/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Wells Fargo & Company,NM,87110,,N/A,Web,09/13/2013,Closed with explanation,Yes,No,512627
09/02/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,TX,75006,Older American,N/A,Web,09/03/2013,Closed with monetary relief,Yes,No,511668
09/02/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Encore Capital Group,TX,77532,,N/A,Web,09/02/2013,Closed with explanation,Yes,No,511804
09/19/2013,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,,,"Credit Financial Services, lnc",NC,28459,,N/A,Web,09/19/2013,Closed with explanation,Yes,Yes,534355
09/19/2013,Bank account or service,Checking account,Using a debit or ATM card,,,,JPMorgan Chase & Co.,FL,32424,,N/A,Referral,09/20/2013,Closed with explanation,Yes,No,534356
09/02/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Bank of America,CA,91359,,N/A,Web,09/03/2013,Closed with explanation,Yes,No,512633
09/02/2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,Wells Fargo & Company,HI,96826,,N/A,Web,09/03/2013,Closed with explanation,Yes,No,512636
09/02/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,,"CCS Financial Services, Inc.",NV,89031,,N/A,Web,09/02/2013,Closed with non-monetary relief,Yes,No,512492
09/02/2013,Credit reporting,,Incorrect information on credit report,Personal information,,,Equifax,CA,92780,,N/A,Web,09/02/2013,Closed with non-monetary relief,Yes,Yes,511839
09/19/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,KY,40409,Older American,N/A,Web,09/20/2013,Closed with non-monetary relief,Yes,No,534365
09/09/2013,Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,,,AES/PHEAA,PA,16505,,N/A,Web,09/10/2013,Closed with explanation,Yes,Yes,520358
08/20/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,MA,02723,,N/A,Web,08/20/2013,Closed with explanation,Yes,Yes,496581
09/02/2013,Credit card,,Transaction issue,,,,JPMorgan Chase & Co.,MA,01604,,N/A,Web,09/02/2013,Closed with explanation,Yes,Yes,512644
09/02/2013,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,JPMorgan Chase & Co.,MA,01604,,N/A,Web,09/05/2013,Closed with monetary relief,Yes,Yes,512645
09/03/2013,Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,,,"Navient Solutions, Inc.",SC,29585,,N/A,Web,09/03/2013,Closed with explanation,Yes,No,512647
09/19/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,VA,20176,,N/A,Referral,10/07/2013,Closed with non-monetary relief,Yes,Yes,534407
09/03/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,"SunTrust Banks, Inc.",CO,81632,,N/A,Web,09/03/2013,Closed with monetary relief,Yes,No,512650
09/09/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CA,95757,,N/A,Referral,09/10/2013,Closed with explanation,Yes,Yes,519426
09/03/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,PHH Mortgage,MI,49445,Servicemember,N/A,Web,09/03/2013,Closed with explanation,Yes,No,511821
09/03/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,92626,,N/A,Web,09/03/2013,Closed with non-monetary relief,Yes,No,511879
09/19/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,IN,46750,,N/A,Referral,09/30/2013,Closed with non-monetary relief,Yes,No,534379
09/03/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",MI,48220,,N/A,Web,09/03/2013,Closed with monetary relief,Yes,No,512660
09/03/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,CA,95422,,N/A,Web,09/02/2013,Closed with explanation,Yes,Yes,512663
09/03/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CA,92128,,N/A,Web,09/03/2013,Closed with explanation,Yes,No,512668
09/03/2013,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,BMO Harris,IL,60521,,N/A,Web,09/03/2013,Closed with explanation,Yes,No,512669
09/19/2013,Credit card,,Other,,,,JPMorgan Chase & Co.,VA,20152,,N/A,Web,09/19/2013,Closed with explanation,Yes,Yes,535240
09/19/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,FL,34950,,N/A,Referral,10/15/2013,Closed with non-monetary relief,Yes,No,534397
09/03/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Bayview Loan Servicing, LLC",CA,93727,,N/A,Referral,09/05/2013,Closed with explanation,Yes,Yes,512524
09/03/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,AZ,85306,,N/A,Referral,09/05/2013,Closed with explanation,Yes,Yes,512709
08/20/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,MN,55119,,N/A,Web,08/21/2013,Closed with explanation,Yes,No,497302
08/20/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,Comerica,NY,11378,,N/A,Referral,08/22/2013,Closed with explanation,Yes,No,498103
09/19/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,91791,,N/A,Web,09/20/2013,Closed with explanation,Yes,Yes,534409
09/03/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,HSBC North America Holdings Inc.,CA,91977,,N/A,Referral,09/04/2013,Closed with explanation,Yes,Yes,512694
08/20/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Encore Capital Group,VA,23112,,N/A,Postal mail,08/20/2013,Closed with explanation,Yes,Yes,496624
09/03/2013,Credit card,,Billing disputes,,,,Citibank,MD,20817,,N/A,Web,09/03/2013,Closed with monetary relief,Yes,No,512689
09/03/2013,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,,The Western Union Company,TX,76131,,N/A,Web,09/04/2013,Closed with explanation,Yes,No,511718
08/20/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Residential Credit Solutions,MD,21222,,N/A,Phone,08/22/2013,Closed with explanation,Yes,Yes,497823
08/20/2013,Credit card,,Credit determination,,,,Wells Fargo & Company,MD,20814,,N/A,Web,08/20/2013,Closed with explanation,Yes,No,497335
09/03/2013,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,Navy FCU,,,,N/A,Referral,09/09/2013,Closed with explanation,Yes,No,512588
09/09/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,92376,,N/A,Referral,09/10/2013,Closed with explanation,Yes,No,520468
09/03/2013,Credit reporting,,Incorrect information on credit report,Personal information,,,Equifax,FL,33029,,N/A,Referral,09/04/2013,Closed with non-monetary relief,Yes,No,512733
08/20/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,Bank of America,WI,53015,Older American,N/A,Web,08/21/2013,Closed with explanation,Yes,No,497340
09/03/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,FL,32327,,N/A,Referral,09/05/2013,Closed with explanation,Yes,No,512890
09/03/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,CO,80911,"Older American, Servicemember",N/A,Fax,09/06/2013,Closed with explanation,Yes,No,512719
09/09/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,PNC Bank N.A.,MI,49046,,N/A,Web,09/10/2013,Closed with explanation,Yes,No,520439
09/19/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,OH,44149,,N/A,Referral,09/23/2013,Closed with explanation,Yes,No,535499
09/19/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,Synchrony Financial,IN,47119,Older American,N/A,Web,09/20/2013,Closed with non-monetary relief,Yes,No,534469
09/09/2013,Bank account or service,Checking account,Using a debit or ATM card,,,,Wells Fargo & Company,CA,93033,,N/A,Phone,09/10/2013,Closed with explanation,Yes,No,520445
09/03/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",SC,29928,Servicemember,N/A,Fax,09/11/2013,Closed with explanation,Yes,Yes,512727
09/09/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,33486,,N/A,Referral,09/11/2013,Closed with non-monetary relief,Yes,No,520643
09/03/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Santander Bank US,NJ,07111,,N/A,Phone,09/05/2013,Closed,Yes,No,512748
09/03/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,JPMorgan Chase & Co.,GA,31404,,N/A,Phone,09/05/2013,Closed with explanation,Yes,No,512755
09/09/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Amex,KY,40601,,N/A,Referral,09/10/2013,Closed with monetary relief,Yes,No,520452
09/19/2013,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,First National Bank of Omaha,TX,75670,,N/A,Referral,09/23/2013,Closed with explanation,Yes,No,535501
08/20/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MO,60475,,N/A,Web,08/21/2013,Closed with explanation,Yes,No,497378
09/19/2013,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,"CIR, Law Offices",CA,93291,,N/A,Phone,09/20/2013,Closed with explanation,Yes,No,534515
09/03/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,Equifax,IN,46032,,N/A,Web,09/03/2013,Closed with non-monetary relief,Yes,No,512788
09/19/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,95135,,N/A,Web,09/20/2013,Closed with explanation,Yes,Yes,534518
09/09/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MA,01833,,N/A,Web,09/10/2013,Closed with explanation,Yes,No,519422
09/09/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"EOS Holdings, Inc.",CA,94503,,N/A,Phone,09/10/2013,Closed with explanation,Yes,No,520502
09/09/2013,Credit card,,Other fee,,,,Citibank,MN,55110,Servicemember,N/A,Phone,10/02/2013,Closed with monetary relief,Yes,No,520392
