Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
08/21/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,"American Financial Resources, Inc.",FL,32763,,N/A,Referral,08/22/2013,Closed with explanation,Yes,Yes,499552
08/14/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CT,06903,,N/A,Web,08/15/2013,Closed with explanation,Yes,No,489435
08/14/2013,Credit card,,Late fee,,,,Citibank,TX,75024,,N/A,Web,08/14/2013,Closed with monetary relief,Yes,No,492046
08/21/2013,Bank account or service,Savings account,Deposits and withdrawals,,,,Bank of America,CT,06027,,N/A,Referral,08/22/2013,Closed with explanation,Yes,No,499554
07/26/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,CA,92056,,N/A,Web,08/22/2013,Closed with explanation,Yes,No,467171
08/01/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,"Select Portfolio Servicing, Inc",CA,93021,,N/A,Web,08/07/2013,Closed with explanation,Yes,No,472033
08/14/2013,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,Experian,AZ,85378,,N/A,Web,08/23/2013,Closed with non-monetary relief,Yes,No,489443
08/21/2013,Mortgage,Other mortgage,Settlement process and costs,,,,HSBC North America Holdings Inc.,MD,21050,,N/A,Referral,08/22/2013,Closed with explanation,Yes,No,499557
07/26/2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,Citibank,CO,80403,,N/A,Web,07/29/2013,Closed with explanation,Yes,Yes,466931
08/14/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,Capital One,NJ,08852,,N/A,Web,08/21/2013,Closed with explanation,Yes,Yes,489440
07/26/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Citibank,NJ,07928,,N/A,Web,07/29/2013,Closed with explanation,Yes,No,467175
07/26/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,CO,80221,,N/A,Web,07/29/2013,Closed with explanation,Yes,No,467176
08/01/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase & Co.,FL,33334,,N/A,Referral,08/06/2013,Closed with explanation,Yes,No,472031
08/14/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,TX,76039,,N/A,Web,08/15/2013,Closed with explanation,Yes,No,489446
08/21/2013,Debt collection,Credit card,Communication tactics,Threatened to take legal action,,,Capital One,LA,71477,,N/A,Phone,08/22/2013,Closed with monetary relief,Yes,No,499564
08/08/2013,Mortgage,Home equity loan or line of credit,Settlement process and costs,,,,Citibank,GA,30328,,N/A,Web,08/13/2013,Closed with explanation,Yes,No,483417
08/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,21st Mortgage Corporation,TX,78245,,N/A,Web,08/12/2013,Closed with explanation,Yes,No,483420
08/01/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,,,,N/A,Phone,08/05/2013,Closed with explanation,Yes,Yes,472040
08/01/2013,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,Experian,NJ,08822,Servicemember,N/A,Web,08/06/2013,Closed with explanation,Yes,No,472015
08/21/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian,FL,34120,,N/A,Web,08/22/2013,Closed with non-monetary relief,Yes,No,499566
07/25/2013,Mortgage,Conventional adjustable mortgage (ARM),Settlement process and costs,,,,Real Time Resolutions,CA,95765,,N/A,Web,07/29/2013,Closed with explanation,Yes,No,466626
08/14/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,CA,95608,Older American,N/A,Web,08/16/2013,Closed,Yes,No,493279
08/14/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,PNC Bank N.A.,NC,27909,,N/A,Postal mail,08/15/2013,Closed with explanation,Yes,Yes,488783
08/08/2013,Debt collection,I do not know,Disclosure verification of debt,Right to dispute notice not received,,,"Credit Services of Oregon, Inc.",OR,97023,,N/A,Web,08/08/2013,Closed with explanation,Yes,Yes,482722
08/01/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,M&T Bank Corporation,NJ,07650,,N/A,Web,08/07/2013,Closed with explanation,Yes,No,472046
08/21/2013,Credit card,,Credit card protection / Debt protection,,,,Capital One,CA,95618,,N/A,Web,08/22/2013,Closed with explanation,Yes,No,499568
08/01/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,GA,30126,,N/A,Web,08/01/2013,Closed with explanation,Yes,No,476021
07/25/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,IN,46514,,N/A,Web,07/29/2013,Closed with explanation,Yes,No,466634
08/14/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CA,90018,,N/A,Referral,08/16/2013,Closed with explanation,Yes,No,493307
07/26/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Caliber Home Loans, Inc",AZ,85297,,N/A,Referral,07/29/2013,Closed with explanation,Yes,No,467731
08/01/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,FL,32141,Older American,N/A,Referral,08/05/2013,Closed with explanation,Yes,No,472931
08/14/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MI,48035,,N/A,Referral,08/15/2013,Closed with explanation,Yes,No,489631
08/14/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,LA,70808,,N/A,Referral,08/15/2013,Closed with explanation,Yes,No,489637
08/14/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,PHH Mortgage,CA,91344,,N/A,Referral,08/15/2013,Closed with explanation,Yes,Yes,489627
08/14/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,DE,11962,Servicemember,N/A,Referral,08/16/2013,Closed with non-monetary relief,Yes,No,493295
07/26/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Expert Global Solutions, Inc.",NY,10466,,N/A,Referral,07/29/2013,Closed with explanation,Yes,No,467777
07/26/2013,Debt collection,Federal student loan,Communication tactics,Frequent or repeated calls,,,GC Services Limited Partnership,VA,22191,,N/A,Web,07/26/2013,Closed with non-monetary relief,Yes,No,467187
07/26/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,AZ,85119,,N/A,Web,07/26/2013,Closed with explanation,Yes,No,459257
08/14/2013,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,,Rent Recovery Solutions,GA,30043,Servicemember,N/A,Web,08/22/2013,Closed with explanation,Yes,No,491193
08/21/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,NC,28117,,N/A,Web,08/22/2013,Closed with explanation,Yes,No,499574
07/26/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,PR,00927,,N/A,Postal mail,08/29/2013,Closed with non-monetary relief,Yes,No,467188
07/26/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,"PayPal Holdings, Inc.",MN,55433,Older American,N/A,Referral,08/01/2013,Closed with explanation,Yes,No,462589
08/14/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,NY,10272,,N/A,Postal mail,08/28/2013,Closed with non-monetary relief,Yes,No,489451
07/26/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Retrieval-Masters Creditors Bureau, Inc.",NC,28451,,N/A,Phone,08/02/2013,Closed,Yes,No,467198
08/01/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,CA,91342,,N/A,Web,08/07/2013,Closed with explanation,Yes,Yes,472061
08/21/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,Capital One,MI,48377,,N/A,Web,08/21/2013,Closed with explanation,Yes,Yes,498514
07/26/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",PR,00927,,N/A,Postal mail,08/29/2013,Closed with non-monetary relief,Yes,No,467189
08/01/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,FL,32931,,N/A,Referral,08/06/2013,Closed with explanation,Yes,No,475066
08/14/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,NE,68516,,N/A,Referral,08/15/2013,Closed with monetary relief,Yes,No,489515
08/14/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Fifth Third Financial Corporation,MI,49685,,N/A,Referral,08/15/2013,Closed with monetary relief,Yes,No,489519
08/14/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,TD Bank US Holding Company,FL,33012,,N/A,Referral,08/15/2013,Closed with monetary relief,Yes,No,488797
07/25/2013,Bank account or service,Savings account,"Account opening, closing, or management",,,,BNY Mellon,WI,53218,,N/A,Referral,07/29/2013,Closed with explanation,Yes,No,467555
08/14/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,NY,14612,,N/A,Referral,08/15/2013,Closed with explanation,Yes,No,489522
08/01/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Bank of America,CA,92833,,N/A,Referral,08/05/2013,Closed with explanation,Yes,No,473086
08/14/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Citibank,NY,10457,,N/A,Referral,08/15/2013,Closed with explanation,Yes,No,489541
07/26/2013,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,,Bank of America,GA,30248,Older American,N/A,Web,07/29/2013,Closed with explanation,Yes,No,467211
07/26/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,OH,44109,,N/A,Web,07/26/2013,Closed with non-monetary relief,Yes,No,457127
08/01/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,"SunTrust Banks, Inc.",VA,23320,,N/A,Referral,08/05/2013,Closed with explanation,Yes,No,473014
08/14/2013,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,Experian,CO,80221,,N/A,Postal mail,08/16/2013,Closed with explanation,Yes,No,488807
08/14/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,TX,77449,,N/A,Web,08/15/2013,Closed with explanation,Yes,No,489460
08/01/2013,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,Bank of America,RI,02874,,N/A,Web,08/05/2013,Closed with explanation,Yes,No,472081
08/14/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"Caliber Home Loans, Inc",CA,92506,,N/A,Web,08/15/2013,Closed with explanation,Yes,Yes,489462
07/25/2013,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,,,Zwicker & Associates,FL,33160,Older American,N/A,Web,07/25/2013,Closed with non-monetary relief,Yes,No,466561
07/25/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,NY,10458,,N/A,Web,07/29/2013,Closed with explanation,Yes,No,465059
08/21/2013,Credit card,,Other fee,,,,Bank of America,NC,27106,,N/A,Phone,08/22/2013,Closed with explanation,Yes,No,499591
08/21/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,CA,90002,Older American,N/A,Phone,08/22/2013,Closed with explanation,Yes,No,501073
08/21/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Bank of America,WA,98002,,N/A,Web,08/22/2013,Closed with explanation,Yes,No,499594
08/01/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,AZ,85750,,N/A,Web,08/01/2013,Closed with non-monetary relief,Yes,No,472102
08/08/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Dovenmuehle Mortgage Inc.,IL,62203,,N/A,Web,08/12/2013,Closed with non-monetary relief,Yes,No,484204
08/08/2013,Credit card,,Other,,,,JPMorgan Chase & Co.,CA,92124,,N/A,Web,08/08/2013,Closed with explanation,Yes,No,483522
08/14/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,PA,17545,,N/A,Web,08/15/2013,Closed with explanation,Yes,No,488865
07/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,IN,46514,,N/A,Web,07/29/2013,Closed with explanation,Yes,No,466731
08/21/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Ally Financial Inc.,CA,94002,,N/A,Web,08/22/2013,Closed with explanation,Yes,Yes,499598
08/01/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Bank of America,CA,54020,,N/A,Phone,08/06/2013,Closed with monetary relief,Yes,No,472112
08/14/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CA,94591,,N/A,Referral,08/15/2013,Closed with explanation,Yes,No,489484
08/14/2013,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,TCF National Bank,IL,60151,"Older American, Servicemember",N/A,Phone,08/16/2013,Closed with explanation,Yes,No,489485
08/14/2013,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,Bank of America,TX,75082,,N/A,Web,08/16/2013,Closed with monetary relief,Yes,No,489023
07/25/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,Citibank,TX,78660,,N/A,Web,07/25/2013,Closed with explanation,Yes,Yes,466749
08/01/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CA,92804,,N/A,Referral,08/06/2013,Closed with explanation,Yes,No,472128
08/21/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Bank of America,FL,33196,Older American,N/A,Web,08/22/2013,Closed with explanation,Yes,Yes,499603
07/26/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,FL,33308,,N/A,Referral,07/29/2013,Closed with explanation,Yes,No,475695
08/01/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,Fifth Third Financial Corporation,MI,48461,,N/A,Referral,08/05/2013,Closed with explanation,Yes,No,472933
07/25/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,HSBC North America Holdings Inc.,OH,45406,,N/A,Referral,07/29/2013,Closed with explanation,Yes,No,466755
07/25/2013,Credit card,,Billing disputes,,,,Synchrony Financial,TX,76039,,N/A,Web,07/25/2013,Closed with monetary relief,Yes,No,463183
08/08/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,PNC Bank N.A.,OH,45432,,N/A,Web,08/12/2013,Closed with explanation,Yes,No,483546
08/08/2013,Debt collection,Mortgage,Communication tactics,Frequent or repeated calls,,,Ocwen,FL,32819,,N/A,Postal mail,10/24/2013,Closed with explanation,Yes,No,484236
07/26/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,GA,30087,,N/A,Referral,07/30/2013,Closed with explanation,Yes,No,467273
08/14/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,BMO Harris,MN,55076,,N/A,Referral,08/16/2013,Closed with explanation,Yes,No,489563
08/14/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,"SunTrust Banks, Inc.",NC,28443,,N/A,Web,08/15/2013,Closed with non-monetary relief,Yes,No,489494
08/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,91367,,N/A,Referral,08/13/2013,Closed with explanation,Yes,No,483552
08/01/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,33617,,N/A,Web,08/06/2013,Closed with explanation,Yes,Yes,463210
08/08/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,"Bayview Loan Servicing, LLC",FL,34652,,N/A,Referral,08/12/2013,Closed with explanation,Yes,No,483554
08/21/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Citibank,MI,48618,,N/A,Referral,08/22/2013,Closed with explanation,Yes,No,500139
07/25/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MA,01845,,N/A,Web,07/29/2013,Closed with explanation,Yes,Yes,466723
07/26/2013,Debt collection,Credit card,Communication tactics,Called outside of 8am-9pm,,,Citibank,GA,34340,,N/A,Phone,08/01/2013,Closed with explanation,Yes,No,467250
08/08/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,OR,97415,,N/A,Referral,08/09/2013,Closed with explanation,Yes,No,484568
07/26/2013,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,,,FMS Inc.,IA,50070,Servicemember,N/A,Web,07/26/2013,Closed with explanation,Yes,No,467286
08/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MD,20748,,N/A,Referral,08/09/2013,Closed with explanation,Yes,No,484569
08/08/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,FL,42218,,N/A,Referral,08/09/2013,Closed with explanation,Yes,No,483802
07/25/2013,Debt collection,I do not know,Improper contact or sharing of info,Contacted me after I asked not to,,,"Portfolio Recovery Associates, Inc.",CA,93551,,N/A,Web,07/25/2013,Closed with non-monetary relief,Yes,No,466776
08/01/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,FL,32789,,N/A,Referral,08/06/2013,Closed with explanation,Yes,No,471405
08/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,GA,30519,,N/A,Referral,08/09/2013,Closed with explanation,Yes,No,483560
08/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,GA,30075,Servicemember,N/A,Referral,08/09/2013,Closed with explanation,Yes,No,484193
07/26/2013,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,"SunTrust Banks, Inc.",MD,20759,,N/A,Web,07/29/2013,Closed with explanation,Yes,Yes,463940
08/14/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,The Huntington National Bank,OH,43207,Servicemember,N/A,Phone,08/16/2013,Closed with explanation,Yes,No,489498
08/14/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,OH,43229,,N/A,Phone,08/15/2013,Closed with explanation,Yes,No,489499
07/25/2013,Debt collection,Credit card,Taking/threatening an illegal action,Sued w/o proper notification of suit,,,Discover,TX,75070,,N/A,Web,07/26/2013,Closed with explanation,Yes,No,466787
08/01/2013,Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,,,JPMorgan Chase & Co.,CA,90028,,N/A,Web,08/05/2013,Closed with explanation,Yes,No,472143
08/01/2013,Credit reporting,,Credit monitoring or identity protection,Billing dispute,,,Citibank,LA,70003,,N/A,Web,08/06/2013,Closed with explanation,Yes,Yes,472144
08/08/2013,Credit card,,Billing disputes,,,,Comerica,MI,48234,Older American,N/A,Referral,08/16/2013,Closed with explanation,Yes,No,482686
07/25/2013,Consumer Loan,Installment loan,Shopping for a loan or lease,,,,Wells Fargo & Company,FL,33881,,N/A,Postal mail,07/26/2013,Closed with explanation,Yes,No,466684
07/25/2013,Consumer Loan,Installment loan,Shopping for a loan or lease,,,,"SunTrust Banks, Inc.",FL,33881,,N/A,Postal mail,07/26/2013,Closed with explanation,Yes,No,466686
08/01/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,CA,91724,,N/A,Web,08/05/2013,Closed with explanation,Yes,Yes,472150
08/01/2013,Credit card,,Closing/Cancelling account,,,,Capital One,NY,10965,,N/A,Phone,08/05/2013,Closed with explanation,Yes,Yes,472154
08/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,FL,32591,,N/A,Referral,08/09/2013,Closed with explanation,Yes,No,482704
08/21/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,GA,30024,,N/A,Web,08/22/2013,Closed with explanation,Yes,No,499619
08/08/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,The Huntington National Bank,OH,43082,,N/A,Web,08/09/2013,Closed with monetary relief,Yes,No,483579
07/25/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,MN,55447,,N/A,Web,07/29/2013,Closed with explanation,Yes,Yes,474961
08/01/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,Bank of America,AL,36532,,N/A,Referral,08/07/2013,Closed with explanation,Yes,No,472729
07/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,CA,95608,"Older American, Servicemember",N/A,Phone,07/29/2013,Closed with explanation,Yes,Yes,466809
07/26/2013,Bank account or service,Checking account,Using a debit or ATM card,,,,JPMorgan Chase & Co.,TX,75070,,N/A,Web,07/29/2013,Closed with monetary relief,Yes,No,474878
07/26/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,95376,,N/A,Referral,07/29/2013,Closed with explanation,Yes,Yes,468023
08/08/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,PA,18706,,N/A,Web,08/09/2013,Closed with explanation,Yes,Yes,483584
08/08/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,IN,46033,,N/A,Postal mail,08/20/2013,Closed with non-monetary relief,Yes,No,483587
08/14/2013,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,MT,95715,Older American,N/A,Web,08/15/2013,Closed with explanation,Yes,No,489509
07/26/2013,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,MD,21207,Servicemember,N/A,Referral,07/29/2013,Closed with explanation,Yes,Yes,468171
07/25/2013,Credit card,,Application processing delay,,,,Citibank,MA,02703,,N/A,Phone,07/29/2013,Closed with explanation,Yes,No,466816
08/08/2013,Credit card,,Billing disputes,,,,Barclays PLC,MD,20874,Older American,N/A,Phone,08/09/2013,Closed with explanation,Yes,No,483593
08/08/2013,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,AL,36695,Servicemember,N/A,Web,08/09/2013,Closed with explanation,Yes,No,483594
07/26/2013,Credit card,,Convenience checks,,,,JPMorgan Chase & Co.,NH,03470,"Older American, Servicemember",N/A,Phone,07/29/2013,Closed with explanation,Yes,No,467317
08/14/2013,Credit card,,APR or interest rate,,,,Capital One,MN,55045,,N/A,Web,08/16/2013,Closed with explanation,Yes,No,489511
08/09/2013,Credit card,,Credit determination,,,,Amex,NJ,07205,,N/A,Phone,08/12/2013,Closed with explanation,Yes,No,486629
08/08/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Wells Fargo & Company,CA,92071,,N/A,Web,08/09/2013,Closed with explanation,Yes,No,483604
08/14/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,Citibank,CA,90034,,N/A,Web,08/15/2013,Closed with non-monetary relief,Yes,No,489621
07/26/2013,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,,,Equifax,NC,28205,,N/A,Web,07/26/2013,Closed with non-monetary relief,Yes,No,475592
07/25/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,CA,90041,Servicemember,N/A,Phone,07/29/2013,Closed with explanation,Yes,No,466836
08/01/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CA,93552,,N/A,Web,08/06/2013,Closed with explanation,Yes,No,472189
08/14/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,OH,45324,Older American,N/A,Web,08/14/2013,Closed with explanation,Yes,No,489517
08/21/2013,Credit card,,Billing disputes,,,,Citibank,VA,23106,,N/A,Web,09/11/2013,Closed with monetary relief,Yes,No,499637
07/26/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,Synchrony Financial,NC,28328,,N/A,Postal mail,08/01/2013,Closed with explanation,Yes,Yes,480284
08/21/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Citibank,FL,32257,,N/A,Referral,08/22/2013,Closed with explanation,Yes,No,499627
08/14/2013,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,"Expert Global Solutions, Inc.",TX,77449,,N/A,Web,08/14/2013,Closed with explanation,Yes,No,492292
08/01/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",MI,49442,,N/A,Web,08/01/2013,Closed with explanation,Yes,No,472199
08/08/2013,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,Freedom Mortgage,KS,67219,,N/A,Web,08/12/2013,Closed with explanation,Yes,No,483625
08/14/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,MD,21704,,N/A,Web,08/14/2013,Closed with explanation,Yes,No,492157
08/14/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,,,Encore Capital Group,FL,33780,,N/A,Postal mail,08/15/2013,Closed with explanation,Yes,No,489528
08/14/2013,Credit card,,Advertising and marketing,,,,Citibank,VA,23221,,N/A,Web,08/14/2013,Closed with non-monetary relief,Yes,No,492158
07/26/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Arbor Residential Mortgage LLC,NY,10465,,N/A,Referral,07/29/2013,Closed with explanation,Yes,No,464030
08/08/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Navy FCU,NH,03598,Servicemember,N/A,Web,08/13/2013,Closed with explanation,Yes,Yes,483647
07/25/2013,Credit card,,Other,,,,First National Bank of Omaha,FL,33306,,N/A,Web,07/25/2013,Closed,Yes,Yes,475876
08/01/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase & Co.,CA,92129,,N/A,Web,08/05/2013,Closed with explanation,Yes,No,454526
08/01/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"SunTrust Banks, Inc.",VA,23116,,N/A,Web,08/06/2013,Closed with explanation,Yes,No,472227
07/25/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MO,64152,,N/A,Web,07/29/2013,Closed with explanation,Yes,No,466907
08/01/2013,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,,,Equifax,AK,99688,,N/A,Web,08/01/2013,Closed with explanation,Yes,Yes,472184
08/21/2013,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,,Bank of America,AZ,85016,Servicemember,N/A,Phone,08/22/2013,Closed with explanation,Yes,No,499192
08/08/2013,Mortgage,Other mortgage,Credit decision / Underwriting,,,,Bank of America,TX,75044,,N/A,Postal mail,08/09/2013,Closed with explanation,Yes,Yes,483658
07/25/2013,Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,,,"Navient Solutions, Inc.",OH,43606,,N/A,Web,07/26/2013,Closed with explanation,Yes,Yes,466917
07/25/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,HI,96744,,N/A,Phone,07/30/2013,Closed with explanation,Yes,Yes,466922
